Attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Average Grade,Unemployment rate,Inflation rate,GDP,Target
1,1,1,28,6,7,1,0,1,0,0,18,0,14,12.4,0.5,1.79,0
1,1,13,14,10,8,1,0,1,1,0,18,0,0,12.4,0.5,1.79,1
1,1,3,3,4,4,1,0,1,1,0,18,0,13,12.4,0.5,1.79,1
1,1,1,14,6,6,1,0,1,0,0,18,0,0,12.4,0.5,1.79,1
1,1,13,14,4,4,0,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,1,1,5,5,1,0,1,0,0,18,0,14,12.4,0.5,1.79,0
1,1,1,1,5,11,1,0,1,1,1,18,0,15,12.4,0.5,1.79,0
1,1,22,27,10,8,1,0,1,0,1,18,0,16,12.4,0.5,1.79,0
1,1,1,3,4,8,1,0,1,1,1,18,0,11,12.4,0.5,1.79,0
1,1,3,3,3,3,1,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,23,14,8,8,1,0,1,0,0,18,0,7,12.4,0.5,1.79,1
1,1,23,28,6,6,0,0,1,0,0,18,0,16,12.4,0.5,1.79,0
1,1,13,14,10,10,1,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,22,27,10,7,0,0,1,0,1,18,0,14,12.4,0.5,1.79,0
1,1,13,14,8,10,1,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,13,14,5,5,0,0,1,1,1,18,0,18,12.4,0.5,1.79,0
1,1,10,1,10,4,1,0,1,0,1,18,0,11,12.4,0.5,1.79,0
1,1,1,3,4,4,1,0,1,0,0,18,0,0,12.4,0.5,1.79,0
1,1,23,14,10,11,1,0,1,1,0,18,0,13,12.4,0.5,1.79,0
1,1,22,2,10,5,1,0,1,0,1,18,0,14,12.4,0.5,1.79,0
1,1,1,1,5,5,1,0,1,0,0,18,0,14,12.4,0.5,1.79,0
1,1,1,1,10,10,0,0,1,1,1,18,0,12,12.4,0.5,1.79,0
1,1,23,1,6,8,0,0,1,0,1,18,0,14,12.4,0.5,1.79,0
1,1,13,28,10,8,0,0,1,1,0,18,0,14,12.4,0.5,1.79,1
1,1,2,3,5,9,1,0,1,0,0,18,0,0,12.4,0.5,1.79,0
1,1,4,10,6,10,1,0,1,0,0,18,0,15,12.4,0.5,1.79,0
1,1,1,10,4,11,1,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,10,1,10,10,1,0,1,0,1,18,0,14,12.4,0.5,1.79,0
1,1,13,14,10,10,1,0,1,0,1,18,0,12,12.4,0.5,1.79,0
1,1,3,27,5,9,1,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,13,28,4,10,1,0,1,0,1,18,0,14,12.4,0.5,1.79,0
1,1,1,1,7,8,1,0,1,0,0,18,0,0,12.4,0.5,1.79,0
1,1,13,14,6,5,0,0,1,0,1,18,0,11,12.4,0.5,1.79,0
1,1,1,14,10,10,0,0,1,1,0,18,0,13,12.4,0.5,1.79,0
1,1,23,27,10,10,0,0,1,1,1,18,0,14,12.4,0.5,1.79,0
1,1,10,10,3,9,1,0,1,1,0,18,0,14,12.4,0.5,1.79,0
1,1,2,27,10,8,1,0,1,1,1,18,0,13,12.4,0.5,1.79,0
1,1,13,27,10,10,0,0,1,1,0,18,0,12,12.4,0.5,1.79,0
1,1,1,14,5,8,1,0,1,1,0,18,0,12,12.4,0.5,1.79,0
1,1,3,2,14,5,1,0,1,0,0,18,1,12,12.4,0.5,1.79,0
1,1,13,1,5,10,0,0,1,0,0,18,1,13,12.4,0.5,1.79,0
1,1,23,27,6,8,1,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,1,1,10,8,1,0,1,0,1,18,0,14,12.4,0.5,1.79,1
1,1,3,28,3,7,1,0,1,0,0,18,0,15,12.4,0.5,1.79,0
1,1,3,1,3,9,1,0,1,0,0,18,0,15,12.4,0.5,1.79,0
1,1,3,3,3,3,1,0,1,0,0,18,0,0,12.4,0.5,1.79,0
1,1,23,1,6,5,0,0,1,0,1,18,0,14,12.4,0.5,1.79,0
1,1,3,3,3,3,1,0,1,1,0,18,0,0,12.4,0.5,1.79,0
1,1,13,14,6,6,1,1,1,1,0,18,0,12,12.4,0.5,1.79,0
1,1,23,1,10,5,0,0,1,1,0,18,0,16,12.4,0.5,1.79,0
1,1,3,14,4,9,1,0,1,0,0,18,0,16,12.4,0.5,1.79,0
1,1,1,28,10,10,0,0,1,0,1,18,0,12,12.4,0.5,1.79,0
1,1,13,14,5,8,1,0,1,0,1,18,0,0,12.4,0.5,1.79,0
1,1,4,3,3,4,1,0,1,0,0,18,0,12,12.4,0.5,1.79,0
1,1,13,28,8,8,1,0,1,0,1,18,0,15,12.4,0.5,1.79,0
1,1,2,2,7,7,0,0,1,0,0,18,0,13,12.4,0.5,1.79,1
1,1,13,27,10,8,1,0,1,0,1,18,0,0,12.4,0.5,1.79,0
1,1,13,28,10,10,0,0,1,0,1,18,0,12,12.4,0.5,1.79,0
1,1,3,1,5,5,1,1,0,0,0,18,0,0,12.4,0.5,1.79,1
1,1,10,28,6,8,1,1,1,0,0,18,0,12,12.4,0.5,1.79,1
1,1,3,3,4,4,0,0,1,1,0,18,0,15,12.4,0.5,1.79,0
1,1,13,27,10,10,0,0,1,1,0,18,0,13,12.4,0.5,1.79,1
1,1,3,1,5,10,0,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,3,1,4,4,1,0,0,1,0,18,0,13,12.4,0.5,1.79,1
1,1,1,14,8,9,1,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,13,14,10,8,1,0,1,1,1,18,0,12,12.4,0.5,1.79,0
1,1,1,14,10,9,1,0,1,1,0,18,0,13,12.4,0.5,1.79,1
1,1,13,14,10,8,1,0,1,1,0,18,0,13,12.4,0.5,1.79,0
1,1,1,1,5,5,1,0,1,0,1,18,0,13,12.4,0.5,1.79,1
1,1,1,14,6,6,1,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,22,27,10,10,1,0,1,0,1,18,0,11,12.4,0.5,1.79,0
1,1,13,14,6,6,1,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,13,14,10,8,1,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,13,28,8,8,1,0,1,0,1,18,0,15,12.4,0.5,1.79,0
1,1,22,27,10,8,1,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,1,1,5,11,0,0,1,0,0,18,0,7,12.4,0.5,1.79,1
1,1,13,14,10,10,0,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,13,1,8,10,1,0,1,0,1,18,0,13,12.4,0.5,1.79,0
1,1,23,27,8,9,0,0,1,0,1,18,0,15,12.4,0.5,1.79,0
1,1,1,14,6,8,0,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,22,27,10,10,0,0,1,0,0,18,0,17,12.4,0.5,1.79,0
1,1,22,28,10,8,0,0,1,1,1,18,0,13,12.4,0.5,1.79,0
1,1,1,1,6,11,1,0,1,0,0,18,0,13,12.4,0.5,1.79,0
1,1,3,1,5,5,1,0,1,0,0,18,0,0,12.4,0.5,1.79,0
1,1,3,14,4,10,1,0,1,1,0,18,0,14,12.4,0.5,1.79,0
1,1,23,14,4,4,1,0,1,1,0,18,0,14,12.4,0.5,1.79,0
1,12,22,27,10,8,0,1,0,1,0,70,0,0,10.8,1.4,1.74,1
1,1,2,2,3,3,0,0,1,0,0,62,0,14,10.8,1.4,1.74,0
0,3,20,25,12,12,0,0,0,0,0,59,0,13,10.8,1.4,1.74,1
1,9,22,27,5,10,0,0,0,1,0,55,0,12,10.8,1.4,1.74,1
0,1,19,24,12,12,0,0,0,0,0,51,0,6,10.8,1.4,1.74,1
1,12,22,27,1,1,0,1,0,1,0,50,0,8,10.8,1.4,1.74,1
0,1,22,27,10,10,0,0,1,0,0,50,0,12,10.8,1.4,1.74,0
0,12,3,14,12,12,0,0,1,0,0,50,0,0,10.8,1.4,1.74,1
1,12,22,27,7,7,0,1,1,1,1,49,0,13,10.8,1.4,1.74,0
1,9,19,24,1,1,0,0,0,1,0,49,0,0,10.8,1.4,1.74,1
1,1,22,27,10,10,0,0,0,1,0,49,0,0,10.8,1.4,1.74,1
0,1,22,27,10,10,0,0,1,0,1,48,0,11,10.8,1.4,1.74,0
1,9,22,27,10,10,0,0,1,1,0,47,0,14,10.8,1.4,1.74,0
1,1,1,14,10,10,0,0,1,1,0,47,0,15,10.8,1.4,1.74,0
0,12,1,27,10,2,0,0,1,1,0,45,0,11,10.8,1.4,1.74,1
1,12,2,1,3,10,1,0,1,1,0,44,0,15,10.8,1.4,1.74,0
0,1,22,27,10,9,0,0,1,0,0,44,0,15,10.8,1.4,1.74,0
1,1,22,27,10,11,0,1,0,1,0,43,0,11,10.8,1.4,1.74,1
1,12,22,28,10,8,1,0,1,1,0,43,0,12,10.8,1.4,1.74,0
0,1,23,28,2,5,0,0,1,1,0,43,0,14,10.8,1.4,1.74,0
0,9,22,27,8,10,0,0,1,0,0,42,0,13,10.8,1.4,1.74,0
0,1,13,1,5,9,0,0,1,1,0,41,0,12,10.8,1.4,1.74,0
1,3,22,18,12,11,0,0,0,1,0,41,0,0,10.8,1.4,1.74,1
1,1,22,27,10,7,0,0,1,0,0,41,0,0,10.8,1.4,1.74,1
0,1,22,28,8,6,0,0,1,0,1,41,0,11,10.8,1.4,1.74,0
0,1,22,27,10,10,0,0,1,0,0,40,0,11,10.8,1.4,1.74,0
0,1,3,14,2,2,0,0,0,1,0,40,0,0,10.8,1.4,1.74,1
0,1,22,27,7,7,0,0,1,0,0,39,0,11,10.8,1.4,1.74,0
0,12,13,27,8,6,1,1,0,1,0,39,0,13,10.8,1.4,1.74,1
1,12,22,27,10,2,0,0,1,0,0,39,0,11,10.8,1.4,1.74,0
0,13,3,1,3,10,0,0,1,1,0,39,0,0,10.8,1.4,1.74,1
0,1,23,14,4,4,0,0,0,0,0,39,0,12,10.8,1.4,1.74,1
0,1,13,14,12,12,0,0,1,0,0,38,0,5,10.8,1.4,1.74,1
1,12,22,27,10,11,0,0,0,1,0,38,0,0,10.8,1.4,1.74,1
1,1,22,27,10,10,0,0,1,0,0,38,0,13,10.8,1.4,1.74,0
1,2,22,27,10,10,0,0,0,0,0,37,0,0,10.8,1.4,1.74,1
1,1,1,14,7,7,1,0,1,1,0,37,0,13,10.8,1.4,1.74,0
0,1,13,14,12,12,0,0,0,0,0,37,0,0,10.8,1.4,1.74,1
1,12,13,14,5,7,0,0,1,0,1,37,0,12,10.8,1.4,1.74,0
0,1,23,27,6,4,0,0,1,0,1,36,0,12,10.8,1.4,1.74,0
1,1,1,14,2,4,0,0,1,1,0,36,0,16,10.8,1.4,1.74,0
1,12,22,27,10,10,0,0,1,1,0,36,0,0,10.8,1.4,1.74,1
1,1,22,27,10,10,1,0,1,1,0,36,0,0,10.8,1.4,1.74,1
1,1,22,27,10,9,0,0,1,0,1,36,0,11,10.8,1.4,1.74,0
1,1,22,27,6,6,0,0,1,0,0,36,0,12,10.8,1.4,1.74,0
0,2,3,3,3,3,1,0,1,1,0,35,0,0,10.8,1.4,1.74,1
0,1,22,27,10,10,0,0,1,0,1,35,0,11,10.8,1.4,1.74,0
1,1,22,27,10,10,0,0,1,0,0,35,0,0,10.8,1.4,1.74,1
1,1,22,27,7,11,0,0,1,0,0,35,0,13,10.8,1.4,1.74,0
0,3,23,1,10,10,0,0,0,0,0,35,0,0,10.8,1.4,1.74,1
1,1,3,1,3,6,1,0,1,0,0,34,0,12,10.8,1.4,1.74,0
1,12,13,1,12,12,0,0,0,1,0,34,0,0,10.8,1.4,1.74,1
1,1,1,1,5,5,0,0,1,1,0,34,0,6,10.8,1.4,1.74,0
1,2,22,27,10,10,1,0,1,0,0,34,0,0,10.8,1.4,1.74,1
0,1,22,27,10,9,0,0,1,0,0,34,1,11,10.8,1.4,1.74,1
0,1,22,27,10,10,1,1,1,1,0,34,0,12,10.8,1.4,1.74,1
1,1,22,27,12,12,1,0,1,0,0,34,0,0,10.8,1.4,1.74,1
1,1,22,27,12,11,0,0,1,1,0,34,0,0,10.8,1.4,1.74,1
0,1,23,28,6,3,0,0,1,0,0,34,0,12,10.8,1.4,1.74,0
0,1,22,27,10,7,0,0,1,1,0,33,0,12,10.8,1.4,1.74,0
0,1,22,27,12,6,0,0,0,1,0,33,0,6,10.8,1.4,1.74,1
0,1,22,14,6,4,1,0,1,1,0,33,0,14,10.8,1.4,1.74,0
0,9,22,28,6,6,0,0,1,1,0,33,0,14,10.8,1.4,1.74,0
1,1,22,27,5,7,0,0,1,0,0,33,0,13,10.8,1.4,1.74,0
1,3,22,27,10,10,0,0,1,0,0,33,0,12,10.8,1.4,1.74,0
0,1,23,14,5,9,0,0,1,0,0,33,0,14,10.8,1.4,1.74,0
0,1,19,24,13,13,0,0,0,0,0,32,0,0,10.8,1.4,1.74,1
0,12,13,27,8,10,0,1,0,0,0,32,0,0,10.8,1.4,1.74,1
1,3,13,15,5,12,1,0,1,0,0,32,0,7,10.8,1.4,1.74,1
1,1,22,27,10,10,1,0,0,0,0,32,0,0,10.8,1.4,1.74,1
0,1,22,27,10,10,0,0,0,1,0,32,0,11,10.8,1.4,1.74,1
1,1,22,27,10,10,0,1,0,0,0,32,0,0,10.8,1.4,1.74,1
0,1,23,28,10,8,0,0,1,1,1,32,0,13,10.8,1.4,1.74,0
1,2,22,27,5,10,0,0,1,0,0,32,0,13,10.8,1.4,1.74,0
0,1,22,27,10,8,0,0,1,0,1,32,0,12,10.8,1.4,1.74,0
1,12,23,14,5,11,0,0,0,1,0,32,0,0,10.8,1.4,1.74,1
0,3,13,28,4,8,0,0,1,0,0,32,0,13,10.8,1.4,1.74,0
1,3,3,3,4,11,0,0,1,1,0,31,0,0,10.8,1.4,1.74,1
0,1,23,28,10,10,0,0,1,0,1,31,0,13,10.8,1.4,1.74,0
1,9,13,27,8,10,0,0,1,0,0,31,0,13,10.8,1.4,1.74,1
0,1,22,27,6,6,0,0,1,0,0,31,0,11,10.8,1.4,1.74,1
0,1,22,27,10,10,0,0,1,0,1,30,0,15,10.8,1.4,1.74,0
0,3,1,1,5,5,0,0,1,0,0,30,0,0,10.8,1.4,1.74,1
1,3,1,27,10,6,0,0,1,0,0,30,0,16,10.8,1.4,1.74,0
0,1,22,27,8,8,0,0,1,0,0,30,0,13,10.8,1.4,1.74,1
0,3,22,27,10,10,0,0,1,0,0,29,0,12,10.8,1.4,1.74,1
1,3,1,28,12,12,0,0,1,1,0,29,0,0,10.8,1.4,1.74,1
0,12,22,27,10,4,0,0,1,0,1,29,0,11,10.8,1.4,1.74,0
1,1,13,27,10,8,0,1,0,0,0,29,0,13,10.8,1.4,1.74,1
1,1,1,14,5,6,1,0,1,1,0,29,0,16,10.8,1.4,1.74,1
0,1,22,14,10,10,0,1,0,1,0,29,0,12,10.8,1.4,1.74,1
1,1,6,6,1,5,1,1,1,0,0,29,0,7,10.8,1.4,1.74,1
1,1,22,27,10,10,0,0,0,0,0,29,0,6,10.8,1.4,1.74,1
0,1,22,27,10,10,0,0,0,0,0,29,0,11,10.8,1.4,1.74,1
0,3,22,27,10,10,0,0,1,0,0,28,0,12,10.8,1.4,1.74,0
1,3,3,3,2,2,0,0,0,0,0,28,0,6,10.8,1.4,1.74,1
1,1,22,27,7,7,0,0,1,0,0,28,0,5,10.8,1.4,1.74,1
0,1,23,28,10,6,0,0,1,1,0,28,0,14,10.8,1.4,1.74,0
1,1,23,1,10,4,0,1,1,1,0,28,0,11,10.8,1.4,1.74,0
0,9,10,10,10,10,0,0,1,1,0,28,0,10,10.8,1.4,1.74,1
1,1,22,27,10,7,1,0,1,0,0,28,0,12,10.8,1.4,1.74,0
1,1,22,27,10,10,0,1,0,0,0,28,0,0,10.8,1.4,1.74,1
1,12,23,14,8,10,0,1,0,1,0,28,0,6,10.8,1.4,1.74,1
0,1,13,14,8,9,0,0,1,0,0,28,0,12,10.8,1.4,1.74,0
0,1,3,3,3,4,0,0,1,0,0,27,0,11,10.8,1.4,1.74,1
0,1,23,1,10,5,0,0,1,0,0,27,0,11,10.8,1.4,1.74,0
1,1,1,14,5,4,0,0,1,0,0,27,0,13,10.8,1.4,1.74,0
1,3,23,28,2,10,0,0,1,0,0,27,0,13,10.8,1.4,1.74,0
1,1,22,27,4,8,0,0,1,1,0,27,0,16,10.8,1.4,1.74,1
1,1,22,27,2,2,0,0,1,1,0,27,0,11,10.8,1.4,1.74,0
1,3,13,28,10,7,0,0,0,0,0,27,0,14,10.8,1.4,1.74,1
0,1,13,28,6,6,0,0,1,1,0,27,0,15,10.8,1.4,1.74,0
0,1,23,27,10,10,0,0,1,1,0,27,0,0,10.8,1.4,1.74,1
1,1,22,27,10,10,0,1,0,1,0,26,0,0,10.8,1.4,1.74,1
0,3,13,14,10,8,0,0,1,0,0,26,0,13,10.8,1.4,1.74,0
0,1,13,28,8,5,0,0,1,0,0,26,0,12,10.8,1.4,1.74,1
1,1,22,27,10,5,0,0,1,1,0,26,0,13,10.8,1.4,1.74,0
1,1,13,14,6,10,0,0,0,1,0,26,0,5,10.8,1.4,1.74,1
1,1,4,14,5,6,0,0,1,1,0,26,0,0,10.8,1.4,1.74,1
1,3,19,24,12,12,0,0,1,1,0,26,0,0,10.8,1.4,1.74,1
1,1,13,28,10,10,0,0,1,0,1,26,0,0,10.8,1.4,1.74,0
1,1,22,27,10,10,0,0,0,1,0,26,0,10,10.8,1.4,1.74,1
0,1,23,3,10,4,1,1,0,0,0,26,0,0,10.8,1.4,1.74,1
0,1,3,1,3,10,1,0,1,1,0,26,0,12,10.8,1.4,1.74,0
1,12,13,27,8,12,0,0,1,0,0,26,0,6,10.8,1.4,1.74,1
1,1,1,14,5,11,1,0,1,0,1,26,0,14,10.8,1.4,1.74,0
1,1,22,1,10,2,0,0,0,0,0,25,0,0,10.8,1.4,1.74,1
1,3,19,24,1,1,0,0,1,0,0,25,0,0,10.8,1.4,1.74,1
1,3,22,27,5,5,0,0,1,0,0,25,0,15,10.8,1.4,1.74,0
0,1,22,27,10,10,0,0,1,0,0,25,0,11,10.8,1.4,1.74,0
1,3,13,14,5,6,0,1,0,0,0,25,0,14,10.8,1.4,1.74,0
1,12,3,1,3,6,0,0,1,1,0,25,0,0,10.8,1.4,1.74,1
1,1,2,3,4,3,0,0,1,0,0,25,0,12,10.8,1.4,1.74,0
1,1,13,1,2,2,0,0,1,0,0,25,0,12,10.8,1.4,1.74,0
1,3,13,1,5,9,0,0,1,0,0,24,0,12,10.8,1.4,1.74,0
1,12,13,14,6,4,1,0,1,1,0,24,0,11,10.8,1.4,1.74,0
1,1,23,27,10,6,1,0,1,0,1,24,0,13,10.8,1.4,1.74,0
1,1,22,27,10,8,1,0,1,0,0,24,0,10,10.8,1.4,1.74,1
0,1,22,27,10,10,0,0,1,1,0,24,0,6,10.8,1.4,1.74,1
1,1,22,27,8,8,1,0,1,0,1,24,0,12,10.8,1.4,1.74,0
0,1,13,1,6,12,0,0,0,0,0,24,0,0,10.8,1.4,1.74,1
1,1,13,14,8,8,0,1,0,1,0,24,0,0,10.8,1.4,1.74,1
0,1,13,27,5,8,0,0,1,0,0,24,0,6,10.8,1.4,1.74,1
0,1,13,28,10,9,0,0,1,0,0,24,0,11,10.8,1.4,1.74,1
1,1,1,1,5,4,0,0,1,1,0,24,0,11,10.8,1.4,1.74,0
1,1,23,28,6,6,1,0,1,0,0,24,0,11,10.8,1.4,1.74,0
1,1,13,14,31,29,0,1,1,1,0,24,0,13,10.8,1.4,1.74,0
0,1,23,27,7,7,0,0,1,0,1,24,0,13,10.8,1.4,1.74,0
1,1,23,27,8,8,1,0,1,0,0,24,0,12,10.8,1.4,1.74,0
1,1,23,27,8,8,1,0,1,0,0,24,0,0,10.8,1.4,1.74,1
1,1,1,14,5,9,0,0,1,0,0,24,0,12,10.8,1.4,1.74,0
0,14,13,14,10,10,0,0,1,1,0,24,0,6,10.8,1.4,1.74,1
1,1,23,28,10,10,1,0,1,0,0,24,0,13,10.8,1.4,1.74,0
1,1,1,1,10,5,1,0,1,0,0,23,0,12,10.8,1.4,1.74,1
1,1,13,14,10,10,1,0,1,0,1,23,0,14,10.8,1.4,1.74,0
1,1,13,14,30,29,0,0,1,1,1,23,0,13,10.8,1.4,1.74,0
1,3,22,2,10,4,0,0,0,0,0,23,0,5,10.8,1.4,1.74,1
1,1,3,1,2,4,0,0,0,0,0,23,0,6,10.8,1.4,1.74,1
1,3,1,27,5,9,0,0,0,1,0,23,0,13,10.8,1.4,1.74,1
1,1,22,28,10,8,1,0,1,0,1,22,0,13,10.8,1.4,1.74,0
1,1,23,27,10,10,0,0,1,0,1,22,0,13,10.8,1.4,1.74,0
1,1,13,14,5,7,0,1,0,0,0,22,0,6,10.8,1.4,1.74,1
1,6,1,1,10,10,1,0,1,1,0,22,0,14,10.8,1.4,1.74,0
1,1,1,14,5,4,1,0,1,1,0,22,0,13,10.8,1.4,1.74,1
1,1,2,3,4,3,1,0,0,1,0,22,0,0,10.8,1.4,1.74,1
1,1,13,1,5,5,1,0,1,1,0,22,0,11,10.8,1.4,1.74,1
1,1,23,28,5,8,1,0,1,1,1,22,0,11,10.8,1.4,1.74,0
1,1,4,5,3,3,0,0,1,1,0,22,0,11,10.8,1.4,1.74,0
1,14,22,27,7,7,1,0,1,1,0,22,0,15,10.8,1.4,1.74,0
1,14,1,14,5,6,1,0,1,1,0,22,0,6,10.8,1.4,1.74,0
1,1,3,29,3,6,1,0,1,1,0,22,0,0,10.8,1.4,1.74,0
1,1,1,3,10,4,0,0,0,1,0,22,0,6,10.8,1.4,1.74,1
1,1,3,3,4,3,1,0,1,1,0,22,0,0,10.8,1.4,1.74,1
1,1,22,27,6,7,1,0,1,0,0,22,0,12,10.8,1.4,1.74,0
1,1,10,10,5,5,1,0,1,0,0,21,0,11,10.8,1.4,1.74,1
1,1,23,27,10,10,1,0,1,0,1,21,0,12,10.8,1.4,1.74,0
1,1,13,1,5,5,1,0,1,0,0,21,0,0,10.8,1.4,1.74,1
1,1,13,28,6,8,0,1,0,0,0,21,0,12,10.8,1.4,1.74,1
1,1,13,14,6,6,1,0,1,1,0,21,0,15,10.8,1.4,1.74,0
1,1,1,3,10,3,0,1,1,0,0,21,1,13,10.8,1.4,1.74,0
1,1,26,3,3,3,0,0,1,0,0,21,0,12,10.8,1.4,1.74,0
1,1,1,28,5,10,1,0,1,0,1,21,0,12,10.8,1.4,1.74,1
1,1,1,14,4,4,1,0,1,1,0,21,0,11,10.8,1.4,1.74,0
1,1,22,28,10,10,1,0,1,0,1,21,0,12,10.8,1.4,1.74,1
1,1,23,27,10,10,1,0,1,0,0,21,0,12,10.8,1.4,1.74,0
1,1,23,1,10,10,1,0,1,1,0,21,0,6,10.8,1.4,1.74,0
1,1,1,1,10,10,0,0,0,1,0,21,0,11,10.8,1.4,1.74,1
1,1,1,27,10,11,0,0,1,1,0,21,0,13,10.8,1.4,1.74,0
1,14,23,27,7,7,1,0,1,0,1,21,0,13,10.8,1.4,1.74,0
1,1,23,28,10,10,1,0,1,1,0,21,0,0,10.8,1.4,1.74,1
1,1,13,14,5,6,1,0,1,0,0,21,0,15,10.8,1.4,1.74,0
1,3,22,14,10,9,0,0,1,0,0,21,0,11,10.8,1.4,1.74,0
1,1,1,28,12,9,1,0,0,1,0,21,0,6,10.8,1.4,1.74,1
1,1,22,27,5,5,0,0,1,0,0,21,0,14,10.8,1.4,1.74,0
1,1,17,8,7,7,1,0,1,0,0,21,0,0,10.8,1.4,1.74,1
1,1,23,14,10,10,1,0,1,1,1,21,0,0,10.8,1.4,1.74,0
1,1,1,1,5,9,0,0,0,0,0,21,0,12,10.8,1.4,1.74,1
1,1,23,27,8,8,0,0,1,1,0,21,0,0,10.8,1.4,1.74,1
1,1,1,1,5,5,0,0,1,1,0,21,0,11,10.8,1.4,1.74,0
1,1,3,1,3,8,1,0,1,1,0,21,0,5,10.8,1.4,1.74,0
1,1,13,27,6,6,0,0,1,0,1,21,0,12,10.8,1.4,1.74,0
1,1,1,3,6,6,1,0,1,1,0,21,0,0,10.8,1.4,1.74,1
1,1,19,24,13,13,0,1,1,1,1,21,0,13,10.8,1.4,1.74,0
1,1,24,3,4,3,1,0,1,0,0,21,0,7,10.8,1.4,1.74,0
1,1,13,14,5,10,0,0,1,1,0,21,0,15,10.8,1.4,1.74,0
1,1,1,1,5,4,1,0,1,0,0,21,0,13,10.8,1.4,1.74,0
1,1,22,27,10,7,0,1,1,0,0,21,0,11,10.8,1.4,1.74,0
1,1,2,1,5,4,1,0,1,0,0,21,0,13,10.8,1.4,1.74,0
0,1,23,28,6,6,0,0,1,0,1,21,0,12,10.8,1.4,1.74,0
1,1,1,1,6,6,1,0,1,1,1,21,0,12,10.8,1.4,1.74,0
1,1,13,10,6,10,1,0,1,1,0,20,0,0,10.8,1.4,1.74,1
1,1,3,14,4,6,1,0,1,0,0,20,0,12,10.8,1.4,1.74,0
1,1,13,14,10,10,1,0,1,1,0,20,0,12,10.8,1.4,1.74,1
1,1,3,3,6,8,1,1,0,0,0,20,0,10,10.8,1.4,1.74,1
1,1,22,27,8,8,1,0,1,0,0,20,0,10,10.8,1.4,1.74,0
1,1,23,2,10,3,1,0,1,0,0,20,0,11,10.8,1.4,1.74,0
1,1,23,27,6,6,1,0,1,0,0,20,0,14,10.8,1.4,1.74,0
1,1,1,27,10,10,1,0,1,0,1,20,0,13,10.8,1.4,1.74,0
1,1,23,14,5,4,1,0,1,0,0,20,0,11,10.8,1.4,1.74,1
1,1,13,1,8,5,1,0,1,1,0,20,0,12,10.8,1.4,1.74,0
1,1,22,27,10,9,1,0,1,0,0,20,0,14,10.8,1.4,1.74,0
1,1,13,27,8,5,0,0,1,0,0,20,0,13,10.8,1.4,1.74,0
1,14,1,1,5,5,1,0,1,0,0,20,0,12,10.8,1.4,1.74,0
1,1,1,27,5,6,0,0,1,0,0,20,0,12,10.8,1.4,1.74,0
1,1,23,28,10,6,0,0,1,0,1,20,0,12,10.8,1.4,1.74,0
1,1,13,1,6,5,1,0,1,0,0,20,0,13,10.8,1.4,1.74,0
1,1,22,27,10,8,0,0,1,0,1,20,0,13,10.8,1.4,1.74,0
1,3,10,3,6,9,1,1,0,0,0,20,0,0,10.8,1.4,1.74,1
1,1,1,4,6,4,0,0,1,0,1,20,0,13,10.8,1.4,1.74,0
1,1,22,27,10,10,1,0,1,0,1,20,0,12,10.8,1.4,1.74,0
1,1,13,27,10,8,1,0,1,0,1,20,0,12,10.8,1.4,1.74,0
1,1,23,14,8,10,1,0,1,1,1,20,0,13,10.8,1.4,1.74,0
1,1,1,10,5,10,1,0,1,0,0,20,0,11,10.8,1.4,1.74,1
1,1,1,1,5,2,1,0,1,1,0,20,0,0,10.8,1.4,1.74,1
1,1,13,27,6,8,1,0,1,1,1,20,0,12,10.8,1.4,1.74,0
1,1,8,10,10,10,1,0,1,1,0,20,0,6,10.8,1.4,1.74,1
1,1,1,3,10,11,1,0,1,1,0,20,0,12,10.8,1.4,1.74,0
1,1,1,1,12,12,1,1,1,1,0,20,0,6,10.8,1.4,1.74,1
1,1,23,14,8,8,1,1,0,0,0,20,0,12,10.8,1.4,1.74,1
0,1,22,14,10,10,0,0,1,0,0,20,0,12,10.8,1.4,1.74,0
1,1,3,3,4,4,1,0,1,0,0,20,0,11,10.8,1.4,1.74,1
1,1,1,1,6,7,0,0,1,0,1,20,0,12,10.8,1.4,1.74,0
1,1,13,1,10,10,1,0,1,1,0,20,0,0,10.8,1.4,1.74,0
1,1,13,14,12,9,1,0,0,1,0,20,0,13,10.8,1.4,1.74,1
